index,y
0,601.5913972200542
1,180.76182677765763
2,621.969987403273
3,1301.2869198018968
4,1124.1817965850069
5,349.11283962103266
6,449.1234801952784
7,270.8472600926641
8,881.2971928686841
9,194.24734921893668
10,965.236223382579
11,320.2683752024829
12,466.6194318003678
13,300.676141771899
14,229.61647389307916
15,322.9971198949745
16,975.8441798646121
17,674.5583863592254
18,423.21218441264233
19,219.05745386551197
20,583.9453211869529
21,179.8845103883678
22,260.30454602311517
23,807.1356163064503
24,1203.5338602370978
25,405.24179811443645
26,547.8012777047519
27,239.21656685138487
28,629.0791946625028
29,374.34696956909573
30,217.0122082361226
31,1353.8957238474356
32,642.8981846321717
33,533.456336361212
34,619.6748274481123
35,180.90844306320705
36,312.59793780558624
37,225.3664705771394
38,429.7920949380386
39,424.9650141653706
40,172.30596185106995
41,353.63642052589216
42,899.076984770026
43,89.34053040766372
44,738.6707897181101
45,213.07329318263453
46,486.6715329614667
47,465.35016705547577
48,159.70135363128014
49,570.9635415645157
50,404.23759198146956
51,326.61734838832064
52,561.3986970132601
53,410.98366296012944
54,174.86747346408018
55,854.29121071267
56,210.1484335488683
57,626.8993955537766
58,795.6852997965757
59,135.05549972861868
60,336.36843259481236
61,430.6156289058231
62,531.2234890738727
63,272.90087087699317
64,572.3618498738608
65,320.98385641813616
66,805.0765979689675
67,444.80123010785434
68,169.23826361948082
69,196.2673592303225
70,920.0990385695088
71,244.67769144715984
72,406.40995219147754
73,527.4279511859637
74,412.6934069297141
75,210.75562273390395
76,135.37138942546696
77,270.7882437308858
78,201.2295463654938
79,125.1930827506194
80,162.71716850429218
81,133.8262137151616
82,564.5162802356783
83,161.9840240965923
84,258.78004595361983
85,209.29570351259827
86,282.17317681978386
87,139.36306606121718
88,462.13934654505294
89,192.9053754148641
90,156.6753811483007
91,192.94303318285134
92,397.04794856468885
93,576.1934506874114
94,194.33596575608766
95,1216.153841809814
96,302.6257981139663
97,486.44514685588643
98,343.14605731314873
99,277.0194913370662
100,580.4821453007214
101,1129.8453272764732
102,530.6189146660763
103,1225.8734733965405
104,458.19697952951697
105,1519.5632816418718
106,1417.595638057967
107,96.71273549889764
108,270.5086532924394
109,474.13547638406123
110,135.08242807191192
111,634.4604042314969
112,536.094844282054
113,160.58203181940652
114,275.6183151996378
115,353.2805879526783
116,366.80367277632826
117,448.3720421199562
118,114.90019605999959
119,466.4382041989913
120,363.229634464098
121,438.34514915748764
122,692.7238059522874
123,323.60351288123235
124,870.6046173404138
125,188.32193913650556
126,427.7369928433642
127,465.04569665242013
128,564.6276174610501
129,324.96554456633856
130,434.2487360514138
131,475.81261020018763
132,395.7827950617701
133,118.69747431426748
134,135.57757307241954
135,251.57034374778297
136,422.527307264154
137,440.12213737907905
138,552.4936612634212
139,534.3349075347478
140,578.7172243736353
141,467.53701570936977
142,429.35693606707383
143,671.2940698684071
144,471.2171849620936
145,139.53040999580332
146,101.25627142146041
147,417.295067364212
148,353.18703325816745
149,559.6404288768945
150,247.04323547517376
151,447.8354735320333
152,1189.0452503708418
153,468.8015193199787
154,304.71483447770373
155,117.20700306920784
156,433.11670835174453
157,243.21757697436703
158,343.70628999005356
159,157.3000592948826
160,942.9473256001468
161,250.33202320756726
162,959.8994730737908
163,339.43440411306574
164,1018.4496637562531
165,100.88883598894098
166,391.45977615231004
167,255.70174984420757
168,355.38909142249395
169,295.2692405633755
170,432.2932443625471
171,636.2100416245821
172,754.9341309873648
173,691.0750745196218
174,353.8985126113427
175,257.6352179818463
176,206.61290688950453
177,364.0635053399489
178,125.93317703222012
179,753.5662847187677
180,580.7541343687811
181,135.87114889653338
182,550.8741662700579
183,478.06571294510144
184,178.016355152813
185,247.473909494785
186,154.75026262166915
187,462.53958280178745
188,141.25609989421224
189,241.0651796093706
190,578.3845669302749
191,304.22865064053644
192,156.82212549165504
193,575.7906708025855
194,233.26894707815066
195,233.245358410295
196,316.3170853445905
197,400.9767438566053
198,154.38465578425175
199,588.3349550752893
200,322.34150660370574
201,309.106059896715
202,1547.591736565426
203,431.4480951665527
204,242.36072737202775
205,139.28904092895576
206,247.1866369333928
207,155.3048228510977
208,368.4983853136747
209,650.2809445820807
210,375.8000025104012
211,944.9745696755664
212,260.3771267235878
213,205.69400169443279
214,303.93229666736255
215,285.29353613147634
216,558.9293731227795
217,458.8712454693248
218,664.5663814252671
219,1383.658466478167
220,769.1997551848926
221,753.137878932028
222,1068.1305192820582
223,584.1765560409557
224,519.5037910851727
225,1025.3295653341181
226,144.45716610341702
227,403.34173527229075
228,838.9092216976826
229,581.6373898011132
230,111.176107562003
231,607.1790087261606
232,479.4491164058026
233,386.0559976966782
234,90.54734633480754
235,192.82472099777527
236,243.89912175873684
237,592.75667164659
238,193.43281901267767
239,326.7718808569067
240,101.25627142146041
241,217.35328485549346
242,645.6006087984829
243,373.3091826942932
244,204.47336435877176
245,1340.8531634905892
246,701.1694404821623
247,321.0646272572134
248,494.0536440340904
249,661.1375185570151
250,136.11303123283724
251,409.99224945967717
252,417.8844379809654
253,271.88181465878347
254,210.39329406563425
255,446.325103372722
256,172.4645029621266
257,334.4975929260965
258,194.468036640462
259,337.9996965880342
260,198.6766984528273
261,246.72701854195438
262,332.45631753273693
263,257.88527456397935
264,102.47505744199653
265,402.5075336933292
266,174.16505682492743
267,118.13217263314513
268,192.3192611064137
269,136.61601102984832
270,598.7504828210664
271,247.5675700485028
272,645.7733050895708
273,1615.7766343373064
274,451.95399206296605
275,126.0814344849454
276,426.4157818347305
277,524.8782953243524
278,452.25798936089427
279,643.125858647903
280,168.50520142615576
281,211.72610566635123
282,239.51630875355772
283,169.97830480151472
284,183.85168485649314
285,254.49429500716386
286,742.8306559712757
287,136.8470846393457
288,196.83390799316336
289,349.2178848580108
290,309.0471670343632
291,253.07989600260325
292,216.42712020978348
293,247.87209823874295
294,240.10594005642528
295,327.20094739151466
296,328.78260947076933
297,826.948750068394
298,443.4263276181657
299,645.4962167160434
300,693.2346532584003
301,246.62227699850632
302,362.4248005047503
303,292.6578873413018
304,991.87563912873
305,144.13593207398205
306,500.2044858457062
307,440.20588714129775
308,221.21041320501772
309,504.7617231793966
310,389.91248950104176
311,142.9759184434767
312,220.82521352689028
313,169.58317143345022
314,282.6387144371223
315,224.23448761093724
316,289.98375670874464
317,216.54097185696892
318,1077.4804538363164
319,556.8620987707847
320,612.8561919750109
321,286.08466853544974
322,980.543215911572
323,770.0023428053112
324,622.236456642279
325,138.36421954712776
326,311.1748751778194
327,341.9089803901807
328,235.3188069815421
329,843.2714091567827
330,408.29131441430184
331,243.2451782507023
332,435.1640554522934
333,580.6275212411274
334,387.6524337311689
335,412.6237306315691
336,164.04022226506672
337,387.15990301931004
338,1853.5206471439365
339,101.46590431865661
340,269.169979997819
341,316.92124045930615
342,233.70573340811097
343,339.6888034614987
344,992.9780668326387
345,334.6529900406622
346,604.359566350555
347,347.2803545752167
348,935.3605484487705
349,134.22015216221257
350,460.3308221564927
351,404.2460718795228
352,155.7220078157158
353,229.1627587894209
354,688.3732280754225
355,676.7097469356812
356,135.56511008047346
357,330.17507596371235
358,340.7326719862974
359,575.9199080322577
360,395.2956361064672
361,158.4155698610563
362,441.1621499860214
363,344.95679289415233
364,338.0733186308804
365,261.31221390107186
366,407.25443068117016
367,255.56100840816177
368,341.20226674871327
369,261.18005848835804
370,509.29214622425184
371,144.6356915450485
372,721.0670937316751
373,230.8996151669724
374,146.65004213084728
375,751.9857472983088
376,462.9332810136887
377,339.2145289725951
378,643.794181597526
379,1161.9869004118866
380,490.84692911016305
381,454.3815977691507
382,257.2315128773235
383,377.99990374293054
384,743.9190868426739
385,406.28333669073317
386,617.4302236988915
387,111.176107562003
388,232.49750668087395
389,351.2232507122774
390,613.5403527635716
391,398.11295907173434
392,782.9820783602754
393,445.5114683650846
394,593.5450873463383
395,319.2220989874034
396,111.176107562003
397,253.5467358207592
398,288.02424117259034
399,207.26541742863216
400,296.7273506122593
401,279.77383540728516
402,167.92557526315218
403,1271.6806212048086
404,112.39489358253911
405,292.2850026282348
406,581.9098396379495
407,281.1247021407706
408,496.06668250600796
409,442.63521303119427
410,1810.5169567512912
411,100.88883598894098
412,292.1968841160325
413,262.066817665625
414,163.87588796188157
415,134.50535974219628
416,484.4295970015612
417,96.71273549889764
418,238.82624046528983
419,268.8655144969918
420,344.10926485241544
421,262.4203131553166
422,1819.8821980837054
423,291.9779629705031
424,1372.8377399340561
425,865.0650502052886
426,157.69778541379264
427,260.8909532339454
428,408.0165435946958
429,332.3979648871107
430,275.0805588512919
431,329.4166997715132
432,188.0224920671771
433,504.52328937672945
434,781.857952856625
435,301.30523169934173
436,227.13286174145514
437,207.8720364629612
438,678.1439134184624
439,471.7875698793972
440,224.1103467656748
441,616.7182477457396
442,351.9969234670733
443,209.2559986311241
444,112.39489358253911
445,585.480553838608
446,295.4230733951569
447,422.5431237079178
448,158.46235356450296
449,446.4325668204893
450,190.3363115351828
451,328.0222048775143
452,962.1209181007721
453,267.6681378274766
454,571.6528575490628
455,187.601328108454
456,152.39012868843665
457,368.37666400368573
458,276.1694054635504
459,120.5293845046735
460,721.5637978934196
461,450.01785951625783
462,556.2770388191175
463,636.7332490401733
464,423.23020116268947
465,119.1316868624513
466,621.8720903841622
467,200.25368010975666
468,498.0318638691718
469,375.3136933867394
470,722.5793896386391
471,546.2754550549391
472,167.34228157536896
473,262.4626305653803
474,306.9989255212739
475,668.9715914584339
476,389.71956169551896
477,110.00800203835784
478,214.9276768513763
479,259.5838329869876
480,428.6753727805219
481,313.8260080071357
482,406.6300867510732
483,907.3153179633448
484,628.895629532605
485,760.4501256520741
486,125.86297967737175
487,432.45476515074665
488,141.79163740065795
489,272.52610702501255
490,249.42310922179925
491,188.50873578795608
492,145.21295595594813
493,251.5728045646847
494,712.9737097446961
495,326.3224430020588
496,481.97887412625386
497,590.1412768631219
498,728.7874491791866
499,97.28980382861327
500,656.3183932216564
501,312.3382631528762
502,241.60344173703962
503,433.1971320911377
504,617.5827102058219
505,1122.3827022561234
506,133.97741328443658
507,485.5023085041343
508,399.6052675156237
509,110.80867212948357
510,347.57801447184244
511,250.5320395434205
512,241.8858644315928
513,327.57838033629736
514,265.60472316245693
515,943.8442565498311
516,524.9303371982811
517,96.71273549889764
518,509.02284788291104
519,161.78455874064898
520,199.3756705232271
521,416.6586601383651
522,608.9024803186481
523,539.6050140647029
524,121.17994252621867
525,439.71072528416875
526,115.04255828010598
527,329.7382951588513
528,467.68838394775156
529,215.33953766826724
530,467.6937716522246
531,1100.451746974419
532,394.67826716931404
533,335.2441399134708
534,392.704925581462
535,327.37846940771936
536,308.4895719922057
537,161.63425455790372
538,164.22094351575538
539,212.35311599501082
540,393.53437360836796
541,581.5835296657665
542,442.7731025855854
543,343.9453454960787
544,331.48247553475653
545,137.73704527173516
546,307.80971578940307
547,497.3045454323809
548,789.5133282697101
549,176.8829228045892
550,241.56207579697724
551,629.1927802945434
552,687.6118660086198
553,491.75592757843884
554,823.7955536223935
555,838.0334562170872
556,380.1415061999721
557,102.95696148030353
558,151.26556246592432
559,559.7960064979281
560,597.0847456849613
561,655.8267458444545
562,502.9219033601577
563,508.6643746823322
564,177.1807887968678
565,289.1340403711486
566,332.0620556365568
567,500.85307980329793
568,259.5500495725339
569,164.46064517410588
570,311.69442454628836
571,250.01996271645248
572,963.7825175506329
573,206.490347706764
574,434.9784318773478
575,853.7069807449753
576,607.9233844418144
577,231.55663443145994
578,431.5240932152785
579,660.1867781552269
580,208.85963052751802
581,863.6230115055945
582,721.9579061351939
583,253.50594720149795
584,583.3713413347062
585,341.28940368830865
586,367.9787367156997
587,259.6407804298964
588,269.2102939578716
589,318.8039381496825
590,218.05583350263134
591,154.74898100211328
592,1344.5993980765868
593,404.4300024683884
594,227.35744920292714
595,691.9340595946603
596,348.48015040552656
597,242.74657342031085
598,398.8312519442516
599,657.0621777834846
600,112.39489358253911
601,246.92466020203597
602,1102.1759261834452
603,504.2619784901693
604,236.3880046124882
605,271.1287001156692
606,168.23301964731942
607,204.3159264702261
608,484.0464155972844
609,188.62730470391347
610,631.9182215935351
611,377.59259634587744
612,1657.3675459232047
613,362.58743684925525
614,224.21810666623566
615,179.12945932727405
616,157.7984204992458
617,408.658993621276
618,1390.1931184905438
619,599.2831363888923
620,276.1482499323363
621,386.44645527297325
622,336.07977600869236
623,260.57361570342294
624,361.2648915198612
625,739.1356558653152
626,284.7593046892391
627,325.24735810284903
628,667.303869266683
629,334.6539999510193
630,592.171873336888
631,338.12054937541524
632,259.80170483369767
633,418.3117621680078
634,326.3515550813229
635,659.8082781129675
636,732.247665713051
637,1146.4710362418793
638,272.2900676696956
639,1431.1709803954361
640,777.7769098698657
641,623.9575628852464
642,191.93368846000496
643,196.6408275346005
644,498.25642147084875
645,225.84189251980965
646,312.89543544460804
647,1148.5911990614939
648,256.00799532228
649,165.00110449514054
650,1329.1902890805013
651,1797.7238902892486
652,1135.4555422327478
653,1320.6524243228685
654,700.6318361596691
655,403.24621654368406
656,451.1962760408616
657,252.82894180114155
658,341.15775987349696
659,334.43533100393324
660,612.2421347572305
661,278.6468475562102
662,780.041682232997
663,238.57653531643896
664,159.41947528223628
665,366.62114356951975
666,1368.4429894016077
667,441.70039761099554
668,596.619116462154
669,464.56601488181576
670,381.48041540019085
671,307.4542524527207
672,445.15003054043274
673,201.59448260582596
674,396.7254332041514
675,399.626334768975
676,195.74406679606525
677,348.9613543042429
678,919.7696426511656
679,574.9945197309362
680,343.716119215594
681,736.6759412010923
682,566.9771857456187
683,152.90528359131375
684,89.34053040766372
685,526.2486713386866
686,313.47334537027314
687,138.90938588733374
688,523.9840028856099
689,721.0597750679622
690,159.02840224933874
691,205.41593096692483
692,315.07030150449776
693,951.761114080683
694,179.24600518535394
695,346.2511302022643
696,134.83659326016107
697,345.09430341134856
698,325.23448115809185
699,342.35426449985255
700,209.86024663554045
701,685.1067576079515
702,453.865240040454
703,535.2600936615585
704,267.6222632102082
705,333.4709169206619
706,134.26504526260885
707,599.488676184732
708,135.05549972861868
709,605.0726154688873
710,136.85512528553159
711,348.42515908754365
712,394.63922991453484
713,407.81229005048135
714,467.3076469728529
715,676.7570140265656
716,176.8069986755263
717,168.26458343816665
718,699.7076668432424
719,174.4925984610391
720,504.6752679867813
721,869.0827672333997
722,161.2685287789502
723,518.1468039160801
724,327.70399439571764
725,201.36301443415164
726,243.5867520422064
727,241.20723784095136
728,163.87061785716693
729,321.5518761054178
730,1510.491290184486
731,242.63064482985052
732,241.44470061371348
733,316.75254683997736
734,246.96233153246223
735,1117.5162935066276
736,435.43632717061513
737,379.46164044374
738,214.7840687420648
739,611.5045202585936
740,497.07657180176585
741,385.4701343419258
742,451.01244037249734
743,448.7753275769221
744,616.637622403372
745,427.12215376236253
746,1328.7774638802912
747,398.05605049916875
748,917.9346813238076
749,155.7334811316877
750,321.7284983742953
751,961.3330593909318
752,668.1788167383864
753,627.5711041992505
754,404.82274494741745
755,127.79544759217707
756,386.1216459797093
757,410.82112911700114
758,370.9175833488885
759,596.162544053924
760,187.24190925439598
761,119.11539114316368
762,360.9386614966659
763,249.40853110478923
764,581.8122616181084
765,327.88477644794
766,616.4655514698653
767,689.8895226787948
768,519.1817555425049
769,387.8059675564238
770,203.5576010498199
771,218.88214923810898
772,250.5244464731558
773,322.47223887314766
774,309.87599762231633
775,288.7320322056152
776,245.83695308433084
777,1814.3101104690081
778,812.2124586499257
779,267.7939306620263
780,1133.3746190866282
781,733.7696732108659
782,521.542389744583
783,232.9122204920778
784,241.56341489839562
785,433.53702810663464
786,173.16463566131003
787,278.18538677514823
788,262.13757046888685
789,257.1129485515079
790,828.4450221293209
791,173.5597137215346
792,188.88062754111445
793,214.7540393165766
794,434.80100148405785
795,506.30099560363135
796,414.09918404787965
797,160.7449097482033
798,568.3926558941703
799,239.16821922084725
800,333.45761990378276
801,528.1013763799326
802,1260.7486453020006
803,431.36492533037125
804,427.26511457351205
805,317.68835559002514
806,254.04108261586398
807,373.96276926696055
808,329.71894458607966
809,487.4844996227616
810,592.8950874318715
811,340.10124543008084
812,373.0108380305944
813,363.01229579257756
814,392.2386180938475
815,103.05212577171216
816,288.61610683808266
817,268.3000892701634
818,346.5656461923244
819,138.16747492203115
820,690.5373817288537
821,218.16315470407113
822,521.2789297684967
823,241.72849703372816
824,134.58093495945712
825,624.1997485415073
826,230.9327333647523
827,395.8092991082796
828,574.1564706938633
829,319.60590747900653
830,279.23324020386366
831,207.5470920879874
832,406.8998984856411
833,162.5697323351374
834,340.2039192661738
835,261.60578664564014
836,654.1954377217487
837,163.4428125005148
838,601.1964906428677
839,844.6113547879595
840,429.35632989669006
841,652.1305247010039
842,412.68330855249314
843,787.8294671390785
844,467.5036456129421
845,170.18414756710473
846,1144.8770811123688
847,485.33174311902667
848,141.59790019296815
849,134.50535974219628
850,857.1144731149019
851,393.8229520681674
852,175.54404634120561
853,111.176107562003
854,331.3771321432908
855,502.26084318254266
856,422.20768417788196
